Below or Above,Budget Area,Below Minimum Wage,Wage Correction,Hrly Correction,Hrly Rate Bin Size,Hrly Correction (bin),Hrly Rate (bin),Hrly Rate Correction Bin Size,Hrly Rate,ID,레코드 수,Service Dt,Service Time in Years
Above,Facilities,Above Minimum Wage,"-$13,595.7",$20.10,$20.00,$20.00,$20.00,$20.00,$20.10,894,1,2003-09-19,12.413698630
Above,Human Resources,Above Minimum Wage,"-$23,032.8",$23.63,$23.00,$23.00,$23.00,$23.00,$23.63,581,1,2003-09-29,12.386301370
Above,Facilities,Above Minimum Wage,"-$2,170.8",$15.81,$15.00,$15.00,$15.00,$15.00,$15.81,689,1,2003-10-31,12.301369863
Above,Services,Above Minimum Wage,"-$8,769.2",$18.29,$18.00,$18.00,$18.00,$18.00,$18.29,460,1,2003-10-31,12.301369863
Below,Supply Chain,Below Minimum Wage,"$1,080.1",$15.00,$14.00,$15.00,$14.00,$15.00,$14.60,43,1,2003-11-07,12.282191781
Above,Facilities,Above Minimum Wage,"-$9,141.7",$18.43,$18.00,$18.00,$18.00,$18.00,$18.43,673,1,2003-11-21,12.243835616
Below,Services,Below Minimum Wage,"$10,257.1",$15.00,$11.00,$15.00,$11.00,$15.00,$11.16,325,1,2004-01-09,12.112328767
Below,Services,Below Minimum Wage,$10.2,$15.00,$14.00,$15.00,$14.00,$15.00,$15.00,495,1,2004-01-16,12.093150685
Above,Services,Above Minimum Wage,"-$16,825.0",$21.31,$21.00,$21.00,$21.00,$21.00,$21.31,770,1,2004-02-13,12.019178082
Above,Services,Above Minimum Wage,"-$5,212.2",$16.95,$16.00,$16.00,$16.00,$16.00,$16.95,228,1,2004-02-23,11.991780822
Above,Facilities,Above Minimum Wage,"-$1,652.0",$15.62,$15.00,$15.00,$15.00,$15.00,$15.62,863,1,2004-03-08,11.950684932
Above,Facilities,Above Minimum Wage,"-$5,445.4",$17.04,$17.00,$17.00,$17.00,$17.00,$17.04,427,1,2004-04-19,11.838356164
Below,Facilities,Below Minimum Wage,"$13,470.5",$15.00,$9.00,$15.00,$9.00,$15.00,$9.95,315,1,2004-04-26,11.819178082
Above,Supply Chain,Above Minimum Wage,"-$5,101.8",$16.91,$16.00,$16.00,$16.00,$16.00,$16.91,220,1,2004-05-14,11.769863014
Below,Facilities,Below Minimum Wage,"$2,601.3",$15.00,$14.00,$15.00,$14.00,$15.00,$14.02,808,1,2004-05-28,11.731506849
Above,Facilities,Above Minimum Wage,-$69.0,$15.03,$15.00,$15.00,$15.00,$15.00,$15.03,798,1,2004-06-11,11.695890411
Below,Services,Below Minimum Wage,"$2,009.6",$15.00,$14.00,$15.00,$14.00,$15.00,$14.25,530,1,2004-07-17,11.597260274
Below,Services,Below Minimum Wage,"$13,045.0",$15.00,$10.00,$15.00,$10.00,$15.00,$10.11,326,1,2004-08-02,11.556164384
Above,Supply Chain,Above Minimum Wage,"-$6,853.1",$17.57,$17.00,$17.00,$17.00,$17.00,$17.57,720,1,2004-08-06,11.545205479
Above,Facilities,Above Minimum Wage,"-$2,989.7",$16.12,$16.00,$16.00,$16.00,$16.00,$16.12,300,1,2004-08-27,11.487671233
Below,Services,Below Minimum Wage,$10.2,$15.00,$14.00,$15.00,$14.00,$15.00,$15.00,496,1,2004-09-24,11.413698630
Below,Services,Below Minimum Wage,$588.1,$15.00,$14.00,$15.00,$14.00,$15.00,$14.78,477,1,2004-09-27,11.405479452
Above,Facilities,Above Minimum Wage,"-$17,897.6",$21.71,$21.00,$21.00,$21.00,$21.00,$21.71,911,1,2004-10-01,11.394520548
Above,Research & Development,Above Minimum Wage,"-$8,714.7",$18.27,$18.00,$18.00,$18.00,$18.00,$18.27,826,1,2004-10-12,11.364383562
Above,Supply Chain,Above Minimum Wage,"-$12,357.6",$19.63,$19.00,$19.00,$19.00,$19.00,$19.63,165,1,2004-10-19,11.345205479
Above,Services,Above Minimum Wage,"-$7,129.4",$17.67,$17.00,$17.00,$17.00,$17.00,$17.67,769,1,2004-10-22,11.336986301
Above,Services,Above Minimum Wage,"-$18,789.4",$22.04,$22.00,$22.00,$22.00,$22.00,$22.04,905,1,2004-10-22,11.336986301
Above,Supply Chain,Above Minimum Wage,"-$17,282.9",$21.48,$21.00,$21.00,$21.00,$21.00,$21.48,249,1,2004-10-22,11.336986301
Below,Facilities,Below Minimum Wage,$974.9,$15.00,$14.00,$15.00,$14.00,$15.00,$14.63,778,1,2004-11-12,11.282191781
Above,Marketing,Above Minimum Wage,"-$5,938.6",$17.23,$17.00,$17.00,$17.00,$17.00,$17.23,704,1,2004-11-19,11.263013699
Above,Logistics,Above Minimum Wage,"-$3,819.4",$16.43,$16.00,$16.00,$16.00,$16.00,$16.43,101,1,2005-01-14,11.112328767
Below,Facilities,Below Minimum Wage,"$13,579.1",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,373,1,2005-01-28,11.073972603
Above,Services,Above Minimum Wage,"-$4,473.5",$16.68,$16.00,$16.00,$16.00,$16.00,$16.68,208,1,2005-01-28,11.073972603
Above,Supply Chain,Above Minimum Wage,"-$4,224.1",$16.58,$16.00,$16.00,$16.00,$16.00,$16.58,572,1,2005-01-28,11.073972603
Below,Services,Below Minimum Wage,"$6,973.5",$15.00,$12.00,$15.00,$12.00,$15.00,$12.39,327,1,2005-01-31,11.068493151
Above,Services,Above Minimum Wage,"-$7,344.0",$17.75,$17.00,$17.00,$17.00,$17.00,$17.75,847,1,2005-01-31,11.068493151
Below,Services,Below Minimum Wage,"$7,134.5",$15.00,$12.00,$15.00,$12.00,$15.00,$12.33,396,1,2005-02-18,11.019178082
Above,Operations,Above Minimum Wage,"-$3,992.5",$16.50,$16.00,$16.00,$16.00,$16.00,$16.50,188,1,2005-02-24,11.002739726
Above,Finance,Above Minimum Wage,"-$11,499.0",$19.31,$19.00,$19.00,$19.00,$19.00,$19.31,448,1,2005-03-07,10.967123288
Above,Facilities,Above Minimum Wage,"-$7,774.4",$17.91,$17.00,$17.00,$17.00,$17.00,$17.91,462,1,2005-04-04,10.893150685
Above,Operations,Above Minimum Wage,"-$10,096.6",$18.78,$18.00,$18.00,$18.00,$18.00,$18.78,721,1,2005-04-08,10.882191781
Below,Legal,Below Minimum Wage,"$12,567.2",$15.00,$10.00,$15.00,$10.00,$15.00,$10.29,547,1,2005-04-22,10.843835616
Above,Facilities,Above Minimum Wage,"-$6,045.9",$17.27,$17.00,$17.00,$17.00,$17.00,$17.27,879,1,2005-05-02,10.816438356
Above,Services,Above Minimum Wage,"-$4,701.8",$16.76,$16.00,$16.00,$16.00,$16.00,$16.76,765,1,2005-05-14,10.783561644
Above,Services,Above Minimum Wage,"-$2,188.6",$15.82,$15.00,$15.00,$15.00,$15.00,$15.82,443,1,2005-05-20,10.767123288
Below,Services,Below Minimum Wage,"$6,815.1",$15.00,$12.00,$15.00,$12.00,$15.00,$12.45,397,1,2005-05-27,10.747945205
Above,Supply Chain,Above Minimum Wage,"-$13,228.5",$19.96,$19.00,$19.00,$19.00,$19.00,$19.96,599,1,2005-06-03,10.731506849
Below,Services,Below Minimum Wage,"$10,257.1",$15.00,$11.00,$15.00,$11.00,$15.00,$11.16,328,1,2005-06-17,10.693150685
Below,Customer Service,Below Minimum Wage,"$3,324.7",$15.00,$13.00,$15.00,$13.00,$15.00,$13.75,684,1,2005-07-01,10.654794521
Below,Facilities,Below Minimum Wage,"$5,764.8",$15.00,$12.00,$15.00,$12.00,$15.00,$12.84,780,1,2005-07-01,10.654794521
Below,Marketing,Below Minimum Wage,"$3,837.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.56,650,1,2005-07-15,10.616438356
Below,Marketing,Below Minimum Wage,$496.8,$15.00,$14.00,$15.00,$14.00,$15.00,$14.81,636,1,2005-07-15,10.616438356
Above,Services,Above Minimum Wage,"-$12,536.5",$19.70,$19.00,$19.00,$19.00,$19.00,$19.70,565,1,2005-07-15,10.616438356
Below,Services,Below Minimum Wage,"$3,191.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.80,63,1,2005-07-28,10.580821918
Below,Facilities,Below Minimum Wage,"$6,784.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.46,406,1,2005-08-05,10.561643836
Above,Facilities,Above Minimum Wage,"-$9,511.0",$18.57,$18.00,$18.00,$18.00,$18.00,$18.57,794,1,2005-08-12,10.542465753
Above,Research & Development,Above Minimum Wage,"-$9,337.5",$18.50,$18.00,$18.00,$18.00,$18.00,$18.50,303,1,2005-08-18,10.526027397
Above,Facilities,Above Minimum Wage,"-$6,846.1",$17.57,$17.00,$17.00,$17.00,$17.00,$17.57,862,1,2005-08-19,10.523287671
Above,Research & Development,Above Minimum Wage,"-$3,594.5",$16.35,$16.00,$16.00,$16.00,$16.00,$16.35,200,1,2005-08-26,10.504109589
Above,Research & Development,Above Minimum Wage,"-$12,318.1",$19.62,$19.00,$19.00,$19.00,$19.00,$19.62,276,1,2005-08-29,10.495890411
Above,Services,Above Minimum Wage,"-$12,297.6",$19.61,$19.00,$19.00,$19.00,$19.00,$19.61,653,1,2005-09-19,10.441095890
Below,Facilities,Below Minimum Wage,"$10,591.1",$15.00,$11.00,$15.00,$11.00,$15.00,$11.03,374,1,2005-10-31,10.328767123
Above,Customer Service,Above Minimum Wage,"-$18,783.4",$22.04,$22.00,$22.00,$22.00,$22.00,$22.04,701,1,2005-11-04,10.317808219
Below,Marketing,Below Minimum Wage,"$9,656.5",$15.00,$11.00,$15.00,$11.00,$15.00,$11.38,49,1,2005-11-04,10.317808219
Below,Supply Chain,Below Minimum Wage,"$3,873.9",$15.00,$13.00,$15.00,$13.00,$15.00,$13.55,218,1,2005-11-05,10.315068493
Above,Information Technology,Above Minimum Wage,"-$9,050.0",$18.39,$18.00,$18.00,$18.00,$18.00,$18.39,463,1,2005-11-07,10.309589041
Below,Supply Chain,Below Minimum Wage,$941.0,$15.00,$14.00,$15.00,$14.00,$15.00,$14.65,217,1,2005-11-14,10.290410959
Above,Engineering,Above Minimum Wage,"-$2,441.5",$15.92,$15.00,$15.00,$15.00,$15.00,$15.92,77,1,2005-11-16,10.284931507
Below,Facilities,Below Minimum Wage,"$13,050.1",$15.00,$10.00,$15.00,$10.00,$15.00,$10.11,375,1,2005-11-28,10.252054795
Below,Marketing,Below Minimum Wage,"$1,970.0",$15.00,$14.00,$15.00,$14.00,$15.00,$14.26,633,1,2005-12-02,10.241095890
Below,Logistics,Below Minimum Wage,"$3,963.8",$15.00,$13.00,$15.00,$13.00,$15.00,$13.51,34,1,2005-12-23,10.183561644
Above,Information Technology,Above Minimum Wage,"-$4,842.9",$16.82,$16.00,$16.00,$16.00,$16.00,$16.82,554,1,2006-01-23,10.101369863
Above,Research & Development,Above Minimum Wage,"-$7,733.5",$17.90,$17.00,$17.00,$17.00,$17.00,$17.90,51,1,2006-01-23,10.101369863
Above,Research & Development,Above Minimum Wage,"-$11,601.2",$19.35,$19.00,$19.00,$19.00,$19.00,$19.35,227,1,2006-01-29,10.084931507
Below,Services,Below Minimum Wage,"$1,176.8",$15.00,$14.00,$15.00,$14.00,$15.00,$14.56,54,1,2006-02-24,10.016438356
Above,Services,Above Minimum Wage,"-$11,234.6",$19.21,$19.00,$19.00,$19.00,$19.00,$19.21,209,1,2006-03-15,9.958904110
Above,Information Technology,Above Minimum Wage,"-$3,135.2",$16.18,$16.00,$16.00,$16.00,$16.00,$16.18,553,1,2006-04-03,9.909589041
Above,Supply Chain,Above Minimum Wage,"-$19,205.9",$22.20,$22.00,$22.00,$22.00,$22.00,$22.20,665,1,2006-04-03,9.909589041
Above,Services,Above Minimum Wage,"-$7,344.0",$17.75,$17.00,$17.00,$17.00,$17.00,$17.75,848,1,2006-04-07,9.898630137
Below,Facilities,Below Minimum Wage,"$10,591.1",$15.00,$11.00,$15.00,$11.00,$15.00,$11.03,376,1,2006-04-21,9.860273973
Below,Services,Below Minimum Wage,"$7,779.7",$15.00,$12.00,$15.00,$12.00,$15.00,$12.08,329,1,2006-04-21,9.860273973
Below,Logistics,Below Minimum Wage,"$10,005.3",$15.00,$11.00,$15.00,$11.00,$15.00,$11.25,926,1,2006-05-05,9.821917808
Above,Research & Development,Above Minimum Wage,"-$13,713.6",$20.14,$20.00,$20.00,$20.00,$20.00,$20.14,261,1,2006-05-10,9.808219178
Above,Customer Service,Above Minimum Wage,"-$10,021.7",$18.76,$18.00,$18.00,$18.00,$18.00,$18.76,748,1,2006-05-17,9.789041096
Above,Services,Above Minimum Wage,"-$3,281.1",$16.23,$16.00,$16.00,$16.00,$16.00,$16.23,836,1,2006-05-31,9.753424658
Above,Facilities,Above Minimum Wage,"-$1,742.7",$15.65,$15.00,$15.00,$15.00,$15.00,$15.65,809,1,2006-06-09,9.728767123
Below,Facilities,Below Minimum Wage,"$11,151.3",$15.00,$10.00,$15.00,$10.00,$15.00,$10.82,377,1,2006-06-16,9.709589041
Above,Customer Service,Above Minimum Wage,"-$5,572.0",$17.09,$17.00,$17.00,$17.00,$17.00,$17.09,13,1,2006-06-30,9.671232877
Above,Logistics,Above Minimum Wage,"-$10,408.7",$18.90,$18.00,$18.00,$18.00,$18.00,$18.90,106,1,2006-07-14,9.632876712
Above,Facilities,Above Minimum Wage,"-$11,523.3",$19.32,$19.00,$19.00,$19.00,$19.00,$19.32,828,1,2006-08-01,9.586301370
Above,Research & Development,Above Minimum Wage,"-$24,718.6",$24.27,$24.00,$24.00,$24.00,$24.00,$24.27,234,1,2006-08-10,9.561643836
Above,Customer Service,Above Minimum Wage,"-$2,734.6",$16.03,$16.00,$16.00,$16.00,$16.00,$16.03,683,1,2006-08-11,9.558904110
Below,Facilities,Below Minimum Wage,"$8,163.0",$15.00,$11.00,$15.00,$11.00,$15.00,$11.94,378,1,2006-08-11,9.558904110
Below,Services,Below Minimum Wage,"$6,520.5",$15.00,$12.00,$15.00,$12.00,$15.00,$12.56,53,1,2006-08-11,9.558904110
Above,Services,Above Minimum Wage,"-$1,379.9",$15.52,$15.00,$15.00,$15.00,$15.00,$15.52,86,1,2006-08-14,9.550684932
Above,Facilities,Above Minimum Wage,"-$4,293.0",$16.61,$16.00,$16.00,$16.00,$16.00,$16.61,873,1,2006-08-21,9.531506849
Above,Supply Chain,Above Minimum Wage,"-$5,324.0",$17.00,$16.00,$16.00,$16.00,$16.00,$17.00,575,1,2006-08-25,9.520547945
Below,Purchasing,Below Minimum Wage,"$4,271.8",$15.00,$13.00,$15.00,$13.00,$15.00,$13.40,40,1,2006-08-28,9.512328767
Above,Services,Above Minimum Wage,"-$1,220.4",$15.46,$15.00,$15.00,$15.00,$15.00,$15.46,85,1,2006-08-28,9.512328767
Above,Facilities,Above Minimum Wage,"-$3,921.2",$16.47,$16.00,$16.00,$16.00,$16.00,$16.47,864,1,2006-09-04,9.495890411
Above,Marketing,Above Minimum Wage,"-$6,287.5",$17.36,$17.00,$17.00,$17.00,$17.00,$17.36,691,1,2006-09-04,9.495890411
Above,Services,Above Minimum Wage,"-$10,171.6",$18.81,$18.00,$18.00,$18.00,$18.00,$18.81,601,1,2006-09-25,9.438356164
Above,Facilities,Above Minimum Wage,"-$9,088.8",$18.41,$18.00,$18.00,$18.00,$18.00,$18.41,865,1,2006-09-29,9.427397260
Above,Logistics,Above Minimum Wage,"-$11,090.2",$19.16,$19.00,$19.00,$19.00,$19.00,$19.16,238,1,2006-10-06,9.408219178
Above,Marketing,Above Minimum Wage,"-$3,270.2",$16.23,$16.00,$16.00,$16.00,$16.00,$16.23,634,1,2006-10-13,9.389041096
Below,Legal,Below Minimum Wage,"$4,391.8",$15.00,$13.00,$15.00,$13.00,$15.00,$13.35,690,1,2006-10-20,9.369863014
Below,Logistics,Below Minimum Wage,"$1,277.7",$15.00,$14.00,$15.00,$14.00,$15.00,$14.52,70,1,2006-10-31,9.342465753
Above,Purchasing,Above Minimum Wage,"-$14,483.7",$20.43,$20.00,$20.00,$20.00,$20.00,$20.43,138,1,2006-11-08,9.320547945
Below,Facilities,Below Minimum Wage,"$8,718.8",$15.00,$11.00,$15.00,$11.00,$15.00,$11.73,782,1,2006-11-10,9.315068493
Above,Facilities,Above Minimum Wage,"-$2,343.2",$15.88,$15.00,$15.00,$15.00,$15.00,$15.88,833,1,2006-11-17,9.295890411
Below,Services,Below Minimum Wage,"$6,310.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.63,66,1,2006-11-17,9.295890411
Below,Customer Service,Below Minimum Wage,"$2,711.4",$15.00,$13.00,$15.00,$13.00,$15.00,$13.98,41,1,2006-12-01,9.257534247
Above,Marketing,Above Minimum Wage,"-$4,713.4",$16.77,$16.00,$16.00,$16.00,$16.00,$16.77,732,1,2006-12-01,9.257534247
Above,Services,Above Minimum Wage,-$220.8,$15.08,$15.00,$15.00,$15.00,$15.00,$15.08,535,1,2006-12-10,9.232876712
Above,Services,Above Minimum Wage,"-$13,949.6",$20.23,$20.00,$20.00,$20.00,$20.00,$20.23,441,1,2006-12-22,9.2
Below,Facilities,Below Minimum Wage,"$4,256.9",$15.00,$13.00,$15.00,$13.00,$15.00,$13.40,351,1,2007-02-02,9.090410959
Below,Services,Below Minimum Wage,"$2,538.3",$15.00,$14.00,$15.00,$14.00,$15.00,$14.05,419,1,2007-02-09,9.071232877
Above,Finance,Above Minimum Wage,"-$10,100.7",$18.79,$18.00,$18.00,$18.00,$18.00,$18.79,15,1,2007-02-23,9.032876712
Below,Services,Below Minimum Wage,"$9,608.1",$15.00,$11.00,$15.00,$11.00,$15.00,$11.40,330,1,2007-02-23,9.032876712
Below,Services,Below Minimum Wage,"$3,247.8",$15.00,$13.00,$15.00,$13.00,$15.00,$13.78,425,1,2007-02-23,9.032876712
Below,Services,Below Minimum Wage,"$12,370.4",$15.00,$10.00,$15.00,$10.00,$15.00,$10.36,331,1,2007-03-16,8.969863014
Above,Information Technology,Above Minimum Wage,"-$7,366.9",$17.76,$17.00,$17.00,$17.00,$17.00,$17.76,546,1,2007-03-28,8.936986301
Below,Facilities,Below Minimum Wage,"$10,884.5",$15.00,$10.00,$15.00,$10.00,$15.00,$10.92,379,1,2007-03-30,8.931506849
Below,Facilities,Below Minimum Wage,"$13,579.0",$15.00,$9.00,$15.00,$9.00,$15.00,$9.91,380,1,2007-04-13,8.895890411
Below,Facilities,Below Minimum Wage,"$1,878.2",$15.00,$14.00,$15.00,$14.00,$15.00,$14.30,763,1,2007-05-11,8.819178082
Above,Facilities,Above Minimum Wage,"-$4,293.0",$16.61,$16.00,$16.00,$16.00,$16.00,$16.61,887,1,2007-05-11,8.819178082
Below,Facilities,Below Minimum Wage,"$11,684.8",$15.00,$10.00,$15.00,$10.00,$15.00,$10.62,381,1,2007-05-25,8.780821918
Above,Services,Above Minimum Wage,"-$3,966.6",$16.49,$16.00,$16.00,$16.00,$16.00,$16.49,84,1,2007-05-28,8.772602740
Above,Operations,Above Minimum Wage,"-$18,585.8",$21.97,$21.00,$21.00,$21.00,$21.00,$21.97,252,1,2007-06-04,8.756164384
Above,Facilities,Above Minimum Wage,"-$6,155.3",$17.31,$17.00,$17.00,$17.00,$17.00,$17.31,812,1,2007-06-08,8.745205479
Above,Services,Above Minimum Wage,"-$20,417.1",$22.65,$22.00,$22.00,$22.00,$22.00,$22.65,907,1,2007-06-08,8.745205479
Below,Logistics,Below Minimum Wage,$604.4,$15.00,$14.00,$15.00,$14.00,$15.00,$14.77,88,1,2007-06-11,8.736986301
Above,Research & Development,Above Minimum Wage,"-$7,246.9",$17.72,$17.00,$17.00,$17.00,$17.00,$17.72,204,1,2007-06-15,8.726027397
Above,Customer Service,Above Minimum Wage,"-$4,226.9",$16.58,$16.00,$16.00,$16.00,$16.00,$16.58,230,1,2007-06-25,8.698630137
Above,Engineering,Above Minimum Wage,"-$4,352.3",$16.63,$16.00,$16.00,$16.00,$16.00,$16.63,21,1,2007-07-06,8.668493151
Above,Research & Development,Above Minimum Wage,"-$19,355.8",$22.26,$22.00,$22.00,$22.00,$22.00,$22.26,431,1,2007-08-06,8.586301370
Below,Facilities,Below Minimum Wage,"$6,669.4",$15.00,$12.00,$15.00,$12.00,$15.00,$12.50,776,1,2007-08-17,8.556164384
Above,Services,Above Minimum Wage,"-$3,211.5",$16.20,$16.00,$16.00,$16.00,$16.00,$16.20,562,1,2007-08-20,8.547945205
Above,Research & Development,Above Minimum Wage,"-$6,320.2",$17.37,$17.00,$17.00,$17.00,$17.00,$17.37,201,1,2007-08-24,8.536986301
Above,Purchasing,Above Minimum Wage,"-$7,122.9",$17.67,$17.00,$17.00,$17.00,$17.00,$17.67,149,1,2007-08-27,8.528767123
Above,Customer Service,Above Minimum Wage,"-$1,215.0",$15.46,$15.00,$15.00,$15.00,$15.00,$15.46,159,1,2007-08-31,8.520547945
Below,Services,Below Minimum Wage,"$1,841.9",$15.00,$14.00,$15.00,$14.00,$15.00,$14.31,390,1,2007-09-07,8.501369863
Below,Services,Below Minimum Wage,$16.6,$15.00,$14.00,$15.00,$14.00,$15.00,$14.99,497,1,2007-09-10,8.493150685
Above,Marketing,Above Minimum Wage,"-$3,606.8",$16.35,$16.00,$16.00,$16.00,$16.00,$16.35,5,1,2007-09-14,8.482191781
Above,Services,Above Minimum Wage,"-$4,701.8",$16.76,$16.00,$16.00,$16.00,$16.00,$16.76,850,1,2007-09-14,8.482191781
Above,Services,Above Minimum Wage,"-$18,117.3",$21.79,$21.00,$21.00,$21.00,$21.00,$21.79,908,1,2007-09-24,8.454794521
Above,Engineering,Above Minimum Wage,"-$6,482.4",$17.43,$17.00,$17.00,$17.00,$17.00,$17.43,727,1,2007-09-28,8.443835616
Below,Facilities,Below Minimum Wage,"$11,684.8",$15.00,$10.00,$15.00,$10.00,$15.00,$10.62,382,1,2007-09-28,8.443835616
Above,Facilities,Above Minimum Wage,"-$20,555.1",$22.70,$22.00,$22.00,$22.00,$22.00,$22.70,914,1,2007-09-28,8.443835616
Above,Services,Above Minimum Wage,"-$5,161.8",$16.93,$16.00,$16.00,$16.00,$16.00,$16.93,2,1,2007-09-28,8.443835616
Below,Services,Below Minimum Wage,"$1,562.6",$15.00,$14.00,$15.00,$14.00,$15.00,$14.41,498,1,2007-10-01,8.435616438
Above,Facilities,Above Minimum Wage,"-$6,227.4",$17.33,$17.00,$17.00,$17.00,$17.00,$17.33,819,1,2007-10-12,8.405479452
Below,Services,Below Minimum Wage,"$3,544.7",$15.00,$13.00,$15.00,$13.00,$15.00,$13.67,532,1,2007-10-15,8.397260274
Above,Services,Above Minimum Wage,"-$2,994.9",$16.12,$16.00,$16.00,$16.00,$16.00,$16.12,31,1,2007-10-29,8.358904110
Above,Services,Above Minimum Wage,"-$13,815.9",$20.18,$20.00,$20.00,$20.00,$20.00,$20.18,262,1,2007-11-05,8.342465753
Above,Services,Above Minimum Wage,"-$5,328.0",$17.00,$16.00,$16.00,$16.00,$16.00,$17.00,292,1,2007-11-12,8.323287671
Below,Services,Below Minimum Wage,"$4,175.7",$15.00,$13.00,$15.00,$13.00,$15.00,$13.43,520,1,2007-11-23,8.293150685
Above,Engineering,Above Minimum Wage,"-$10,096.6",$18.78,$18.00,$18.00,$18.00,$18.00,$18.78,223,1,2007-11-26,8.284931507
Above,Logistics,Above Minimum Wage,-$590.8,$15.22,$15.00,$15.00,$15.00,$15.00,$15.22,100,1,2007-11-30,8.273972603
Below,Services,Below Minimum Wage,"$4,275.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.40,67,1,2007-12-07,8.254794521
Above,Services,Above Minimum Wage,"-$6,171.7",$17.31,$17.00,$17.00,$17.00,$17.00,$17.31,548,1,2007-12-19,8.221917808
Above,Research & Development,Above Minimum Wage,"-$6,894.0",$17.58,$17.00,$17.00,$17.00,$17.00,$17.58,298,1,2008-01-02,8.186301370
Above,Research & Development,Above Minimum Wage,"-$17,223.0",$21.46,$21.00,$21.00,$21.00,$21.00,$21.46,890,1,2008-01-02,8.186301370
Above,Facilities,Above Minimum Wage,"-$20,974.2",$22.86,$22.00,$22.00,$22.00,$22.00,$22.86,915,1,2008-01-04,8.180821918
Above,Services,Above Minimum Wage,"-$4,466.7",$16.67,$16.00,$16.00,$16.00,$16.00,$16.67,698,1,2008-01-04,8.180821918
Below,Human Resources,Below Minimum Wage,"$3,023.5",$15.00,$13.00,$15.00,$13.00,$15.00,$13.87,569,1,2008-01-09,8.167123288
Below,Supply Chain,Below Minimum Wage,"$3,360.1",$15.00,$13.00,$15.00,$13.00,$15.00,$13.74,42,1,2008-01-11,8.161643836
Below,Services,Below Minimum Wage,$408.9,$15.00,$14.00,$15.00,$14.00,$15.00,$14.85,499,1,2008-01-30,8.109589041
Below,Facilities,Below Minimum Wage,"$11,684.8",$15.00,$10.00,$15.00,$10.00,$15.00,$10.62,383,1,2008-02-04,8.098630137
Above,Operations,Above Minimum Wage,"-$1,394.9",$15.52,$15.00,$15.00,$15.00,$15.00,$15.52,46,1,2008-02-08,8.087671233
Below,Facilities,Below Minimum Wage,"$9,226.0",$15.00,$11.00,$15.00,$11.00,$15.00,$11.54,476,1,2008-02-15,8.068493151
Above,Services,Above Minimum Wage,"-$23,081.1",$23.65,$23.00,$23.00,$23.00,$23.00,$23.65,626,1,2008-02-15,8.068493151
Below,Supply Chain,Below Minimum Wage,$321.0,$15.00,$14.00,$15.00,$14.00,$15.00,$14.88,717,1,2008-02-18,8.060273973
Below,Services,Below Minimum Wage,"$4,175.7",$15.00,$13.00,$15.00,$13.00,$15.00,$13.43,521,1,2008-02-20,8.054794521
Above,Information Technology,Above Minimum Wage,"-$3,330.1",$16.25,$16.00,$16.00,$16.00,$16.00,$16.25,272,1,2008-02-29,8.027397260
Above,Supply Chain,Above Minimum Wage,"-$3,654.5",$16.37,$16.00,$16.00,$16.00,$16.00,$16.37,719,1,2008-03-03,8.019178082
Above,Supply Chain,Above Minimum Wage,"-$15,587.6",$20.84,$20.00,$20.00,$20.00,$20.00,$20.84,585,1,2008-03-14,7.989041096
Below,Services,Below Minimum Wage,"$12,370.4",$15.00,$10.00,$15.00,$10.00,$15.00,$10.36,332,1,2008-04-18,7.895890411
Above,Marketing,Above Minimum Wage,"-$4,466.7",$16.67,$16.00,$16.00,$16.00,$16.00,$16.67,739,1,2008-04-21,7.887671233
Above,Services,Above Minimum Wage,"-$3,754.0",$16.41,$16.00,$16.00,$16.00,$16.00,$16.41,284,1,2008-04-21,7.887671233
Above,Services,Above Minimum Wage,"-$12,797.8",$19.80,$19.00,$19.00,$19.00,$19.00,$19.80,282,1,2008-05-12,7.830136986
Below,Services,Below Minimum Wage,"$7,436.0",$15.00,$12.00,$15.00,$12.00,$15.00,$12.21,398,1,2008-06-13,7.745205479
Above,Supply Chain,Above Minimum Wage,"-$31,012.3",$26.62,$26.00,$26.00,$26.00,$26.00,$26.62,596,1,2008-06-23,7.717808219
Above,Marketing,Above Minimum Wage,"-$4,519.9",$16.69,$16.00,$16.00,$16.00,$16.00,$16.69,114,1,2008-06-30,7.698630137
Above,Supply Chain,Above Minimum Wage,"-$4,876.9",$16.83,$16.00,$16.00,$16.00,$16.00,$16.83,174,1,2008-07-09,7.673972603
Below,Marketing,Below Minimum Wage,"$2,879.0",$15.00,$13.00,$15.00,$13.00,$15.00,$13.92,686,1,2008-07-11,7.668493151
Below,Services,Below Minimum Wage,"$4,241.9",$15.00,$13.00,$15.00,$13.00,$15.00,$13.41,387,1,2008-07-15,7.657534247
Above,Human Resources,Above Minimum Wage,"-$8,376.7",$18.14,$18.00,$18.00,$18.00,$18.00,$18.14,700,1,2008-08-15,7.575342466
Below,Services,Below Minimum Wage,"$3,881.2",$15.00,$13.00,$15.00,$13.00,$15.00,$13.55,518,1,2008-08-18,7.567123288
Above,Services,Above Minimum Wage,"-$6,071.5",$17.28,$17.00,$17.00,$17.00,$17.00,$17.28,564,1,2008-08-18,7.567123288
